2.3823e+07,0.42167
2.3823e+07,0.52
2.3823e+07,0.50333
2.3823e+07,0.0033333
2.3823e+07,0.36
2.3823e+07,0.45
2.3823e+07,0.49167
2.3823e+07,0.51
2.3823e+07,0.53333
2.3823e+07,0.46667
2.3823e+07,0.45833
2.3823e+07,0.50833
2.3823e+07,0.465
2.3823e+07,0.47833
2.3823e+07,0.51
2.3823e+07,0.49833
2.3823e+07,0.47
2.3823e+07,0.425
2.3823e+07,0.47833
2.3823e+07,0.45167
2.3823e+07,0.47
2.3823e+07,0.50167
2.3823e+07,0.50167
2.3823e+07,0.52833
2.3823e+07,0.46833
2.3823e+07,0.48
2.3823e+07,0.49
2.3823e+07,0.47333
2.3823e+07,0.535
2.3823e+07,0.455
2.3823e+07,0.54167
2.3823e+07,0.565
2.3823e+07,0.51667
2.3823e+07,0.54333
2.3823e+07,0.56167
2.3823e+07,0.51
2.3823e+07,0.52167
2.3823e+07,0.55167
2.3823e+07,0.46833
2.3823e+07,0.42333
2.3823e+07,0.425
2.3823e+07,0.38333
2.3823e+07,0.485
2.3823e+07,0.30667
2.3823e+07,0.105
2.3823e+07,0.315
2.3823e+07,0.14667
2.3823e+07,-0.11667
2.3823e+07,-0.515
2.3823e+07,0.125
2.3823e+07,0.31667
2.3823e+07,0.10833
2.3823e+07,0.265
2.3823e+07,0.15833
2.3823e+07,0.25333
2.3823e+07,0.17
2.3823e+07,0.27167
2.3823e+07,0.42
2.3823e+07,0.45167
2.3823e+07,0.42
2.3823e+07,0.42333
2.3823e+07,0.22333
2.3823e+07,0.23333
2.3823e+07,0.18833
2.3823e+07,0.16333
2.3823e+07,0.14667
2.3823e+07,0.12333
2.3823e+07,0.11667
2.3823e+07,0.185
2.3823e+07,0.15833
2.3823e+07,-0.01
2.3823e+07,-0.24833
2.3823e+07,-0.22167
2.3823e+07,-0.20667
2.3823e+07,-0.18167
2.3823e+07,-0.17667
2.3823e+07,-0.18833
2.3823e+07,-0.19667
2.3823e+07,-0.165
2.3823e+07,-0.24167
2.3823e+07,-0.3
2.3823e+07,-0.30167
2.3823e+07,-0.31333
2.3823e+07,-0.49333
2.3823e+07,-0.295
2.3823e+07,-0.47
2.3823e+07,-0.45333
2.3823e+07,-0.43333
2.3823e+07,-0.4
2.3823e+07,-0.041667
2.3823e+07,0.15167
2.3823e+07,-0.145
2.3823e+07,0.005
2.3823e+07,-0.068333
2.3823e+07,-0.125
2.3823e+07,-0.27833
2.3823e+07,-0.31
2.3823e+07,-0.051667
2.3823e+07,-0.16167
2.3823e+07,-0.085
2.3823e+07,-0.235
2.3823e+07,0.028333
2.3823e+07,-0.72667
2.3823e+07,-0.73667
2.3823e+07,-0.61
2.3823e+07,-0.285
2.3823e+07,0.235
2.3823e+07,-0.185
2.3823e+07,0.20833
2.3823e+07,-0.37167
2.3823e+07,-0.046667
2.3823e+07,0.175
2.3823e+07,0.056667
2.3823e+07,-0.31667
2.3823e+07,0.11833
2.3823e+07,-0.016667
2.3823e+07,-0.45167
2.3823e+07,-0.32167
2.3823e+07,-0.29167
2.3823e+07,-0.215
2.3823e+07,-0.28
2.3823e+07,-0.175
2.3823e+07,-0.33
2.3823e+07,-0.32167
2.3823e+07,0.051667
2.3823e+07,-0.03
2.3823e+07,-0.005
2.3823e+07,-0.10833
2.3823e+07,-0.026667
2.3823e+07,0.07
2.3823e+07,0.051667
2.3823e+07,0.37667
2.3823e+07,0.015
2.3823e+07,0.14333
2.3823e+07,0.23667
2.3823e+07,0.29333
2.3823e+07,0.165
2.3823e+07,0.091667
2.3823e+07,0.04
2.3823e+07,0.065
2.3823e+07,-0.028333
2.3823e+07,0.056667
2.3823e+07,0.051667
2.3823e+07,0.023333
2.3823e+07,0.10167
2.3823e+07,0.021667
2.3823e+07,0.045
2.3823e+07,-0.021667
2.3823e+07,-0.23333
2.3823e+07,-0.39667
2.3823e+07,-0.345
2.3823e+07,-0.39333
2.3823e+07,-0.41333
2.3823e+07,-0.92833
2.3823e+07,-0.57
2.3823e+07,-0.098333
2.3823e+07,-0.24333
2.3823e+07,-0.41167
2.3823e+07,-0.31833
2.3823e+07,-0.45167
2.3823e+07,-0.45167
2.3823e+07,-0.50167
2.3823e+07,-0.49167
2.3823e+07,-0.73
2.3823e+07,-0.91
2.3823e+07,-1.045
2.3823e+07,-0.82
2.3823e+07,-0.53667
2.3823e+07,-0.38167
2.3823e+07,-0.41833
2.3823e+07,-0.11
2.3823e+07,-0.29667
2.3823e+07,-0.37667
2.3823e+07,-0.42833
2.3823e+07,-0.47833
2.3823e+07,-0.52667
2.3823e+07,-0.32833
2.3823e+07,-0.37167
2.3823e+07,-0.45167
2.3823e+07,-0.31
2.3823e+07,-0.24167
2.3823e+07,-0.16333
2.3823e+07,-0.27167
2.3823e+07,0.0016667
2.3823e+07,-0.61333
2.3823e+07,-0.94833
2.3823e+07,-1.0583
2.3823e+07,-1.0233
2.3823e+07,-0.93
2.3823e+07,-0.87167
2.3823e+07,-0.805
2.3823e+07,-0.27333
2.3823e+07,-0.095
2.3823e+07,-0.11
2.3823e+07,-0.18667
2.3823e+07,-0.021667
2.3823e+07,0.14167
2.3823e+07,-0.078333
2.3823e+07,-1.6653e-17
2.3823e+07,0.083333
2.3823e+07,0.06
2.3823e+07,0.04
2.3823e+07,-0.095
2.3823e+07,0.005
2.3823e+07,0.18
2.3823e+07,0.445
2.3823e+07,0.48833
2.3823e+07,0.58667
2.3823e+07,0.54833
2.3823e+07,0.56
2.3823e+07,0.62333
2.3823e+07,0.81167
2.3823e+07,0.57167
2.3823e+07,0.685
2.3823e+07,0.60333
2.3823e+07,0.67667
2.3823e+07,0.67
2.3823e+07,0.78167
2.3823e+07,0.595
2.3823e+07,0.63667
2.3823e+07,0.62
2.3823e+07,0.42333
2.3823e+07,0.37
2.3823e+07,0.435
2.3823e+07,0.43667
2.3823e+07,0.14
2.3823e+07,0.33333
2.3823e+07,0.45333
2.3823e+07,0.27333
2.3823e+07,0.22833
2.3823e+07,0.41
2.3823e+07,0.21667
2.3823e+07,0.49167
2.3823e+07,0.46833
2.3823e+07,0.53667
2.3823e+07,0.40333
2.3823e+07,0.24167
2.3823e+07,0.051667
2.3823e+07,0.32833
2.3823e+07,0.565
2.3823e+07,0.60667
2.3823e+07,0.61333
2.3823e+07,0.635
2.3823e+07,0.585
2.3823e+07,0.665
2.3823e+07,0.605
2.3823e+07,0.39
2.3823e+07,0.41333
2.3823e+07,0.245
2.3823e+07,0.105
2.3823e+07,0.2
2.3823e+07,0.40333
2.3823e+07,0.10167
2.3823e+07,0.32333
2.3823e+07,-0.031667
2.3823e+07,-0.13333
2.3823e+07,-0.058333
2.3823e+07,-0.011667
2.3823e+07,0.013333
2.3823e+07,0.24167
2.3823e+07,0.365
2.3823e+07,0.365
2.3823e+07,0.22167
2.3823e+07,0.26167
2.3823e+07,0.22167
2.3823e+07,0.078333
2.3823e+07,0.023333
2.3823e+07,0.275
2.3823e+07,0.58833
2.3823e+07,0.59167
2.3823e+07,0.62833
2.3823e+07,0.685
2.3823e+07,0.65
2.3823e+07,0.71333
2.3823e+07,0.54167
2.3823e+07,0.545
2.3823e+07,0.40667
2.3823e+07,0.23
2.3823e+07,0.14167
2.3823e+07,0.15833
2.3823e+07,0.18333
