19.4,"['8:10 PM EST on February 20, 2015']"
19.4,"['8:10 PM EST on February 20, 2015']"
19.4,"['8:10 PM EST on February 20, 2015']"
19.4,"['8:10 PM EST on February 20, 2015']"
19.3,"['8:11 PM EST on February 20, 2015']"
19.3,"['8:11 PM EST on February 20, 2015']"
